playid,down,time,home,team,players,touchdown,yards_togo,total_yds,turnovers,rushing_yds,passing_yds,kicking_xpa,kicking_xpmade,kicking_fga,kicking_fgm
3682,1,Q4 09:17,False,SF,"[C.Dunlap, J.Wilson]",False,10,-6,0,-6,0,0,0,0,0
3703,2,Q4 08:33,False,SF,"[J.Wilson, P.Brown, J.Tupou]",False,16,0,0,0,0,0,0,0,0
3724,3,Q4 07:48,False,SF,"[D.Phillips, D.Samuel, J.Garoppolo]",False,16,0,0,0,0,0,0,0,0
3748,4,Q4 07:08,False,SF,[R.Gould],False,16,0,0,0,0,0,0,1,0
3768,1,Q4 07:05,True,CIN,"[S.Day, J.Ross III, A.Dalton, D.Reed Jr.]",False,10,7,0,0,7,0,0,0,0
3792,2,Q4 06:41,True,CIN,"[G.Bernard, A.Dalton]",False,3,0,0,0,0,0,0,0,0
3814,3,Q4 06:39,True,CIN,"[A.Witherspoon, A.Dalton, D.Sample, T.Moore]",False,3,21,0,0,21,0,0,0,0
3838,1,Q4 06:12,True,CIN,"[D.Reed Jr., T.Boyd, A.Dalton]",False,10,3,0,0,3,0,0,0,0
3867,2,Q4 05:53,True,CIN,"[S.Thomas, G.Bernard, A.Al-Shaair]",False,7,0,0,0,0,0,0,0,0
3888,3,Q4 05:31,True,CIN,"[A.Dalton, T.Boyd, T.Moore]",False,7,15,0,0,15,0,0,0,0
3912,1,Q4 04:58,True,CIN,"[A.Dalton, D.Sample]",False,10,0,0,0,0,0,0,0,0
3934,2,Q4 04:54,True,CIN,"[J.Taylor, D.Reed Jr., T.Boyd, A.Dalton]",False,10,8,0,0,8,0,0,0,0
3963,3,Q4 04:13,True,CIN,"[G.Bernard, T.Moore]",False,2,1,0,1,0,0,0,0,0
3989,0,,True,,[],False,0,0,0,0,0,0,0,0,0
4006,4,Q4 04:10,True,CIN,[B.Price],True,1,0,0,0,0,0,0,0,0
4043,4,Q4 04:05,True,CIN,"[D.Reed Jr., T.Eifert, A.Dalton]",False,11,0,0,0,0,0,0,0,0
4065,1,Q4 04:00,False,SF,"[J.Wilson, S.Williams]",False,10,3,0,3,0,0,0,0,0
4086,2,Q4 03:17,False,SF,"[J.Bates III, D.Samuel, K.Juszczyk]",False,7,5,0,5,0,0,0,0,0
4123,2,Q4 03:10,False,SF,"[J.Wilson, P.Brown, J.Tupou]",False,12,3,0,3,0,0,0,0,0
4144,3,Q4 02:26,False,SF,"[K.Juszczyk, R.Glasgow]",False,9,6,0,6,0,0,0,0,0
4165,0,,False,,[],False,0,0,0,0,0,0,0,0,0
4182,4,Q4 02:00,False,SF,[M.Wishnowsky],False,3,0,0,0,0,0,0,0,0
4201,1,Q4 01:54,True,CIN,"[D.Greenlaw, A.Dalton, D.Sample]",False,10,4,0,0,4,0,0,0,0
4225,2,Q4 01:30,True,CIN,"[S.Thomas, A.Dalton, T.Boyd]",False,6,2,0,0,2,0,0,0,0
4249,3,Q4 01:00,True,CIN,"[A.Dalton, J.Ross III, D.Reed Jr.]",False,4,0,0,0,0,0,0,0,0
4271,4,Q4 00:56,True,CIN,"[J.Ross III, A.Dalton]",True,4,66,0,0,66,0,0,0,0
4296,0,Q4 00:45,True,CIN,[R.Bullock],False,0,0,0,0,0,1,1,0,0
4312,0,Q4 00:45,False,CIN,[R.Bullock],False,0,0,0,0,0,0,0,0,0
4327,1,Q4 00:45,False,SF,[J.Garoppolo],False,10,-1,0,-1,0,0,0,0,0
4348,2,Q4 00:22,False,SF,[J.Garoppolo],False,11,-1,0,-1,0,0,0,0,0
4369,0,,False,,[],False,0,0,0,0,0,0,0,0,0
36,0,Q1 15:00,False,DET,"[T.Wilson, D.King, S.Martin]",False,0,0,0,0,0,0,0,0,0
60,1,Q1 14:54,False,LAC,"[C.Jones, P.Rivers, K.Allen]",False,10,0,0,0,0,0,0,0,0
82,2,Q1 14:48,False,LAC,"[C.Jones, A.Ekeler, T.Flowers]",False,10,3,0,3,0,0,0,0,0
103,3,Q1 14:05,False,LAC,"[P.Rivers, K.Allen, J.Reeves-Maybin, D.Slay]",False,7,0,0,0,0,0,0,0,0
125,4,Q1 14:00,False,LAC,"[I.Rochell, J.Agnew, A.Phillips, T.Long]",False,7,0,0,0,0,0,0,0,0
150,1,Q1 13:48,True,DET,"[J.Jones, K.Johnson, M.Ingram]",False,10,2,0,2,0,0,0,0,0
171,2,Q1 13:20,True,DET,"[B.Mebane, K.Johnson, J.Bosa]",False,8,1,0,1,0,0,0,0,0
192,3,Q1 12:36,True,DET,"[T.Hockenson, M.Stafford]",False,7,0,0,0,0,0,0,0,0
214,4,Q1 12:32,True,DET,[S.Martin],False,7,0,0,0,0,0,0,0,0
241,1,Q1 12:21,False,LAC,"[A.Ekeler, J.Tavai]",False,10,2,0,2,0,0,0,0,0
262,2,Q1 11:41,False,LAC,"[P.Rivers, A.Ekeler, T.Walker]",False,8,35,0,0,35,0,0,0,0
286,1,Q1 10:57,False,LAC,"[R.Melvin, P.Rivers, K.Allen]",False,10,12,0,0,12,0,0,0,0
310,1,Q1 10:22,False,LAC,"[J.Jackson, D.Kennard, J.Tavai]",False,10,6,0,6,0,0,0,0,0
331,2,Q1 09:39,False,LAC,"[R.Melvin, P.Rivers, M.Williams]",False,4,0,0,0,0,0,0,0,0
353,3,Q1 09:33,False,LAC,"[P.Rivers, K.Allen, D.Slay]",False,4,10,0,0,10,0,0,0,0
377,1,Q1 08:49,False,LAC,"[A.Ekeler, D.Harrison, Q.Diggs]",False,3,2,0,2,0,0,0,0,0
398,2,Q1 08:07,False,LAC,"[P.Rivers, M.Williams]",False,1,0,0,0,0,0,0,0,0
420,0,,False,,[],False,0,0,0,0,0,0,0,0,0
437,3,Q1 08:02,False,LAC,[A.Ekeler],True,1,1,0,1,0,0,0,0,0
459,0,Q1 07:57,False,LAC,[T.Long],False,0,0,0,0,0,1,1,0,0
475,0,Q1 07:57,True,LAC,[T.Long],False,0,0,0,0,0,0,0,0,0
496,1,Q1 07:57,True,DET,"[T.Hockenson, A.Phillips, M.Stafford]",False,10,7,0,0,7,0,0,0,0
520,2,Q1 07:25,True,DET,"[B.Mebane, K.Johnson, T.Davis]",False,3,4,0,4,0,0,0,0,0
541,1,Q1 06:51,True,DET,"[J.James, M.Stafford, A.Phillips, D.King]",False,10,6,0,0,6,0,0,0,0
565,2,Q1 06:14,True,DET,"[M.Stafford, K.Golladay, B.Facyson]",False,4,11,0,0,11,0,0,0,0
589,1,Q1 05:37,True,DET,"[K.Johnson, A.Phillips, M.Ingram]",False,10,7,0,7,0,0,0,0,0
610,2,Q1 05:02,True,DET,"[K.Johnson, U.Nwosu, T.Davis]",False,3,4,0,4,0,0,0,0,0
631,1,Q1 04:26,True,DET,"[J.James, M.Stafford]",False,10,0,0,0,0,0,0,0,0
653,2,Q1 04:20,True,DET,"[K.Johnson, M.Stafford]",True,10,36,0,0,36,0,0,0,0
678,0,Q1 04:10,True,DET,[M.Prater],False,0,0,0,0,0,1,0,0,0
694,0,Q1 04:10,False,DET,[S.Martin],False,0,0,0,0,0,0,0,0,0
715,1,Q1 04:10,False,LAC,"[P.Rivers, K.Allen, J.Tavai]",False,10,6,0,0,6,0,0,0,0
739,2,Q1 03:24,False,LAC,"[T.Wilson, A.Ekeler, T.Walker]",False,4,1,0,1,0,0,0,0,0
760,3,Q1 02:36,False,LAC,"[P.Rivers, R.Okwara, A.Robinson]",False,3,0,0,0,0,0,0,0,0
779,4,Q1 02:00,False,LAC,"[D.Watt, J.Agnew, M.Killebrew, T.Long]",False,9,0,0,0,0,0,0,0,0
816,1,Q1 01:49,True,DET,"[K.Johnson, T.Davis]",False,10,9,0,9,0,0,0,0,0
837,2,Q1 01:15,True,DET,"[K.Johnson, A.Phillips]",False,1,4,0,4,0,0,0,0,0
858,1,Q1 00:42,True,DET,"[C.Anderson, J.Bosa]",False,10,0,0,0,0,0,0,0,0
879,0,,True,,[],False,0,0,0,0,0,0,0,0,0
896,2,Q2 15:00,True,DET,"[M.Stafford, T.Davis, T.Johnson]",False,10,0,0,0,0,0,0,0,0
920,3,Q2 14:16,True,DET,"[M.Stafford, K.Golladay, B.Facyson]",False,10,12,0,0,12,0,0,0,0
944,1,Q2 13:40,True,DET,"[T.Hockenson, M.Stafford]",False,10,0,0,0,0,0,0,0,0
966,2,Q2 13:34,True,DET,"[C.Hayward, M.Jones, M.Stafford]",False,10,6,0,0,6,0,0,0,0
995,3,Q2 13:02,True,DET,"[M.Stafford, J.Bosa]",False,4,1,0,1,0,0,0,0,0
1021,4,Q2 12:28,True,DET,"[D.King, S.Martin]",False,3,0,0,0,0,0,0,0,0
1049,1,Q2 12:20,False,LAC,"[A.Ekeler, T.Walker]",False,10,12,0,12,0,0,0,0,0
1070,1,Q2 11:58,False,LAC,"[P.Rivers, K.Allen]",False,10,0,0,0,0,0,0,0,0
1092,2,Q2 11:51,False,LAC,"[A.Ekeler, Q.Diggs]",False,10,4,0,4,0,0,0,0,0
1113,3,Q2 11:09,False,LAC,"[P.Rivers, T.Benjamin]",False,6,0,0,0,0,0,0,0,0
1135,4,Q2 11:04,False,LAC,[],False,6,0,0,0,0,0,0,0,0
1171,4,Q2 10:50,False,LAC,"[D.Amendola, N.Bawden, U.Nwosu, T.Long]",False,6,0,0,0,0,0,0,0,0
1208,1,Q2 10:40,True,DET,"[T.Davis, T.Johnson, C.Hayward]",False,10,17,0,17,0,0,0,0,0
1234,1,Q2 10:07,True,DET,"[T.Johnson, M.Ingram]",False,10,1,0,1,0,0,0,0,0
1255,2,Q2 09:32,True,DET,"[M.Stafford, K.Golladay, T.Davis]",False,9,11,0,0,11,0,0,0,0
1279,1,Q2 08:56,True,DET,"[T.Davis, T.Johnson]",False,10,1,0,1,0,0,0,0,0
1316,1,Q2 08:34,True,DET,"[T.Davis, T.Johnson, A.Phillips]",False,10,8,0,8,0,0,0,0,0
1337,2,Q2 07:59,True,DET,"[J.Tillery, T.Johnson]",False,2,3,0,3,0,0,0,0,0
1358,1,Q2 07:20,True,DET,"[C.Hayward, M.Stafford, T.Davis, J.James]",False,10,5,0,0,5,0,0,0,0
1382,2,Q2 06:46,True,DET,"[K.Johnson, U.Nwosu]",False,5,3,0,3,0,0,0,0,0
1403,3,Q2 06:08,True,DET,"[M.Stafford, D.Amendola]",False,2,0,0,0,0,0,0,0,0
1425,4,Q2 06:02,True,DET,[M.Prater],False,2,0,0,0,0,0,0,1,0
1445,1,Q2 05:57,False,LAC,"[P.Rivers, A.Ekeler, D.Kennard]",False,10,1,0,0,1,0,0,0,0
1471,2,Q2 05:14,False,LAC,[D.Slay],False,9,0,0,0,0,0,0,0,0
1504,1,Q2 05:08,False,LAC,"[D.Watt, P.Rivers]",False,10,3,0,0,3,0,0,0,0
1533,2,Q2 04:31,False,LAC,"[J.Jackson, D.Kennard, K.Strong]",False,7,0,0,0,0,0,0,0,0
1554,3,Q2 03:47,False,LAC,"[P.Rivers, T.Benjamin]",False,7,0,0,0,0,0,0,0,0
1576,4,Q2 03:40,False,LAC,"[D.Amendola, G.Davis, T.Long]",False,7,0,0,0,0,0,0,0,0
1601,1,Q2 03:29,True,DET,"[M.Jones, A.Phillips, M.Stafford]",False,10,3,0,0,3,0,0,0,0
1625,2,Q2 02:51,True,DET,"[J.McKissic, M.Ingram]",False,7,-2,0,-2,0,0,0,0,0
1651,3,Q2 02:16,True,DET,[J.Tillery],False,9,0,0,0,0,0,0,0,0
1684,3,Q2 02:08,True,DET,"[M.Jones, M.Stafford, J.Watkins]",False,4,24,0,0,24,0,0,0,0
1708,0,,True,,[],False,0,0,0,0,0,0,0,0,0
1725,1,Q2 02:00,True,DET,"[J.McKissic, K.White]",False,10,4,0,4,0,0,0,0,0
1746,2,Q2 01:38,True,DET,"[K.Golladay, M.Stafford]",False,6,0,0,0,0,0,0,0,0
1768,3,Q2 01:35,True,DET,"[K.Johnson, M.Stafford]",False,6,0,0,0,0,0,0,0,0
1790,4,Q2 01:30,True,DET,[D.Virgin],False,6,0,0,0,0,0,0,0,0
1826,4,Q2 01:30,True,DET,[S.Martin],False,11,0,0,0,0,0,0,0,0
1865,1,Q2 01:20,False,LAC,"[A.Robinson, A.Ekeler]",False,10,2,0,2,0,0,0,0,0
1886,0,,False,,[],False,0,0,0,0,0,0,0,0,0
1914,2,Q2 00:34,False,LAC,"[D.Watt, P.Rivers]",False,8,0,0,0,0,0,0,0,0
1948,3,Q2 00:28,False,LAC,"[P.Rivers, K.Allen]",False,8,11,0,0,11,0,0,0,0
1977,1,Q2 00:23,False,LAC,"[P.Rivers, K.Allen, D.Slay]",False,10,16,0,0,16,0,0,0,0
2012,1,Q2 00:17,False,LAC,"[P.Rivers, K.Allen]",False,10,0,0,0,0,0,0,0,0
2034,2,Q2 00:11,False,LAC,"[R.Melvin, P.Rivers, M.Williams]",False,10,47,0,0,47,0,0,0,0
2058,0,,False,,[],False,0,0,0,0,0,0,0,0,0
2075,1,Q2 00:04,False,LAC,[T.Long],False,10,0,0,0,0,0,0,1,1
2094,0,,False,,[],False,0,0,0,0,0,0,0,0,0
2109,0,Q3 15:00,True,LAC,[T.Long],False,0,0,0,0,0,0,0,0,0
2130,1,Q3 15:00,True,DET,[T.Crosby],False,10,0,0,0,0,0,0,0,0
2174,1,Q3 14:34,True,DET,"[L.Thomas, K.White, M.Stafford]",False,20,7,0,0,7,0,0,0,0
2198,2,Q3 13:56,True,DET,"[M.Stafford, A.Phillips, T.Johnson]",False,13,6,0,0,6,0,0,0,0
2222,3,Q3 13:16,True,DET,"[M.Stafford, B.Facyson, J.Bosa]",False,7,8,0,8,0,0,0,0,0
2254,1,Q3 12:53,True,DET,"[K.Johnson, T.Davis, M.Ingram]",False,10,1,0,1,0,0,0,0,0
2275,2,Q3 12:16,True,DET,"[M.Stafford, K.Golladay, B.Facyson]",False,9,27,0,0,27,0,0,0,0
2315,1,Q3 12:06,True,DET,"[T.Hockenson, M.Stafford, B.Facyson]",False,10,5,0,5,0,0,0,0,0
2352,1,Q3 11:42,True,DET,"[C.Hayward, K.Golladay, M.Stafford]",False,15,0,1,0,0,0,0,0,0
2395,1,Q3 11:33,False,LAC,[T.Benjamin],False,10,0,0,0,0,0,0,0,0
2418,1,Q3 11:33,False,LAC,"[P.Rivers, A.Ekeler, Q.Diggs, C.Jones]",False,15,25,0,0,25,0,0,0,0
2442,1,Q3 10:53,False,LAC,"[J.Jackson, D.Inman]",True,10,40,0,40,0,0,0,0,0
2475,1,Q3 10:41,False,LAC,"[A.Ekeler, T.Walker]",False,10,8,0,8,0,0,0,0,0
2498,2,Q3 09:58,False,LAC,"[P.Rivers, A.Ekeler, S.Tevi]",True,2,1,0,0,1,0,0,0,0
2545,2,Q3 09:48,False,LAC,[V.Green],False,11,0,0,0,0,0,0,0,0
2585,2,Q3 09:28,False,LAC,"[P.Rivers, K.Allen, D.Slay]",False,16,23,0,0,23,0,0,0,0
2611,1,Q3 08:39,False,LAC,[D.Slay],False,10,0,0,0,0,0,0,0,0
2644,1,Q3 08:32,False,LAC,"[D.Kennard, T.Wilson, A.Ekeler, S.Culkin, J.Tavai]",False,1,-2,1,-2,0,0,0,0,0
2681,1,Q3 08:26,True,DET,"[M.Jones, K.White, M.Stafford]",False,10,6,0,0,6,0,0,0,0
2711,2,Q3 07:53,True,DET,"[B.Mebane, K.Johnson, K.White]",False,4,2,0,2,0,0,0,0,0
2732,3,Q3 07:15,True,DET,"[M.Ingram, K.Johnson, J.Bosa]",False,2,0,0,0,0,0,0,0,0
2753,4,Q3 06:36,True,DET,"[C.Jones, T.Wilson, U.Nwosu, D.King, S.Martin]",False,2,0,0,0,0,0,0,0,0
2789,1,Q3 06:24,False,LAC,"[A.Ekeler, J.Tavai]",False,10,8,0,8,0,0,0,0,0
2810,2,Q3 05:45,False,LAC,"[P.Rivers, K.Allen, D.Slay]",False,2,9,0,0,9,0,0,0,0
2834,1,Q3 05:03,False,LAC,"[V.Green, P.Rivers, J.Tavai]",False,10,9,0,0,9,0,0,0,0
2858,2,Q3 04:22,False,LAC,"[T.Walker, A.Ekeler, R.Okwara]",False,1,9,0,9,0,0,0,0,0
2879,1,Q3 03:42,False,LAC,"[J.Jackson, T.Walker]",False,10,2,0,2,0,0,0,0,0
2900,2,Q3 03:02,False,LAC,"[P.Rivers, D.Kennard, J.Jackson, D.Slay]",False,8,5,0,0,5,0,0,0,0
2924,3,Q3 02:18,False,LAC,"[V.Green, P.Rivers, T.Flowers]",False,3,0,0,0,0,0,0,0,0
2946,4,Q3 02:13,False,LAC,[T.Long],False,3,0,0,0,0,0,0,1,0
2966,1,Q3 02:09,True,DET,"[M.Stafford, K.Golladay, B.Facyson]",False,10,10,0,0,10,0,0,0,0
2990,1,Q3 01:31,True,DET,[J.James],False,10,0,0,0,0,0,0,0,0
3013,1,Q3 01:07,True,DET,"[M.Jones, R.Jenkins, M.Stafford]",False,15,0,1,0,0,0,0,0,0
3039,1,Q3 00:59,False,LAC,"[D.Kennard, A.Ekeler]",False,10,5,0,5,0,0,0,0,0
3060,2,Q3 00:17,False,LAC,"[A.Robinson, A.Ekeler]",False,5,2,0,2,0,0,0,0,0
3081,0,,False,,[],False,0,0,0,0,0,0,0,0,0
3098,3,Q4 15:00,False,LAC,"[R.Melvin, P.Rivers, M.Williams]",False,3,18,0,0,18,0,0,0,0
3122,1,Q4 14:14,False,LAC,"[P.Rivers, T.Walker, D.Inman]",False,10,28,0,0,28,0,0,0,0
3146,1,Q4 13:30,False,LAC,"[A.Ekeler, J.Tavai]",False,10,4,0,4,0,0,0,0,0
3172,2,Q4 12:44,False,LAC,"[A.Ekeler, Q.Diggs]",False,6,5,0,5,0,0,0,0,0
3193,3,Q4 11:57,False,LAC,[P.Rivers],False,1,0,0,0,0,0,0,0,0
3215,4,Q4 11:50,False,LAC,[T.Long],False,1,0,0,0,0,0,0,1,0
3235,1,Q4 11:45,True,DET,"[K.Johnson, K.White, T.Davis]",False,10,4,0,4,0,0,0,0,0
3256,2,Q4 11:09,True,DET,"[K.Johnson, M.Stafford, U.Nwosu]",False,6,11,0,0,11,0,0,0,0
3288,1,Q4 10:42,True,DET,"[M.Stafford, K.Golladay, B.Facyson, K.White]",False,10,10,0,0,10,0,0,0,0
3317,1,Q4 10:08,True,DET,"[K.White, C.Anderson]",False,10,7,0,7,0,0,0,0,0
3338,2,Q4 09:34,True,DET,"[C.Anderson, U.Nwosu, J.Bosa]",False,3,-3,0,-3,0,0,0,0,0
3359,3,Q4 08:52,True,DET,"[M.Stafford, K.Golladay, B.Facyson]",False,6,5,0,0,5,0,0,0,0
3383,4,Q4 08:06,True,DET,"[M.Jones, R.Jenkins, M.Stafford]",False,1,4,0,0,4,0,0,0,0
3407,1,Q4 07:28,True,DET,"[K.Golladay, M.Stafford]",True,10,31,0,0,31,0,0,0,0
3432,0,Q4 07:21,True,DET,[M.Prater],False,0,0,0,0,0,1,1,0,0
3448,0,Q4 07:21,False,DET,"[D.Virgin, W.Harris, D.King, S.Martin]",False,0,0,0,0,0,0,0,0,0
3472,1,Q4 07:15,False,LAC,"[R.Melvin, P.Rivers, D.Inman]",False,10,0,0,0,0,0,0,0,0
3494,2,Q4 07:11,False,LAC,"[P.Rivers, K.Allen]",False,10,0,0,0,0,0,0,0,0
3516,3,Q4 07:05,False,LAC,"[P.Rivers, T.Walker]",False,10,12,0,12,0,0,0,0,0
3537,1,Q4 06:25,False,LAC,"[P.Rivers, K.Allen]",False,10,0,0,0,0,0,0,0,0
3563,2,Q4 06:18,False,LAC,"[J.Jackson, T.Walker, J.Tavai]",False,10,13,0,13,0,0,0,0,0
3584,1,Q4 05:40,False,LAC,"[A.Robinson, J.Jackson]",False,10,2,0,2,0,0,0,0,0
3605,2,Q4 04:58,False,LAC,"[R.Melvin, P.Rivers, M.Williams]",False,8,18,0,0,18,0,0,0,0
3629,1,Q4 04:13,False,LAC,"[C.Jones, A.Ekeler]",False,10,0,0,0,0,0,0,0,0
3650,2,Q4 03:28,False,LAC,"[P.Rivers, A.Ekeler, Q.Diggs]",False,10,5,0,0,5,0,0,0,0
3679,3,Q4 03:23,False,LAC,"[P.Rivers, K.Allen, D.Slay]",False,5,11,0,0,11,0,0,0,0
3703,1,Q4 02:39,False,LAC,"[J.Jackson, T.Walker]",False,10,-4,0,-4,0,0,0,0,0
3724,0,,False,,[],False,0,0,0,0,0,0,0,0,0
3741,2,Q4 02:00,False,LAC,"[P.Rivers, A.Ekeler, Q.Diggs]",False,14,0,0,0,0,0,0,0,0
3765,3,Q4 01:10,False,LAC,[],False,14,0,0,0,0,0,0,0,0
3788,3,Q4 01:10,False,LAC,"[P.Rivers, K.Allen, D.Slay]",False,19,0,1,0,0,0,0,0,0
3815,1,Q4 01:03,True,DET,"[M.Ingram, C.Anderson]",False,10,1,0,1,0,0,0,0,0
3836,0,,True,,[],False,0,0,0,0,0,0,0,0,0
3853,2,Q4 00:58,True,DET,"[U.Nwosu, C.Anderson]",False,9,3,0,3,0,0,0,0,0
3874,0,,True,,[],False,0,0,0,0,0,0,0,0,0
3891,3,Q4 00:53,True,DET,"[M.Stafford, T.Davis, J.James]",False,6,7,0,0,7,0,0,0,0
3915,1,Q4 00:11,True,DET,[M.Stafford],False,10,-1,0,-1,0,0,0,0,0
3936,0,,True,,[],False,0,0,0,0,0,0,0,0,0
36,0,Q1 15:00,True,MIN,[D.Bailey],False,0,0,0,0,0,0,0,0,0
51,1,Q1 15:00,True,GB,"[H.Smith, A.Rodgers, D.Adams]",False,10,39,0,0,39,0,0,0,0
80,1,Q1 14:19,True,GB,"[A.Barr, A.Jones]",False,10,6,0,6,0,0,0,0,0
104,2,Q1 13:40,True,GB,"[A.Jones, E.Wilson]",False,4,15,0,15,0,0,0,0,0
130,1,Q1 12:59,True,GB,"[J.Williams, A.Rodgers]",True,10,15,0,0,15,0,0,0,0
159,0,Q1 12:50,True,GB,[M.Crosby],False,0,0,0,0,0,1,1,0,0
176,0,Q1 12:50,False,GB,[M.Crosby],False,0,0,0,0,0,0,0,0,0
191,1,Q1 12:50,False,MIN,"[K.Cousins, D.Cook, B.Martinez, J.Alexander]",False,10,13,0,0,13,0,0,0,0
215,1,Q1 12:13,False,MIN,"[D.Cook, B.Martinez]",False,10,3,0,3,0,0,0,0,0
236,2,Q1 11:35,False,MIN,"[D.Cook, J.Alexander]",False,7,10,0,10,0,0,0,0,0
262,1,Q1 10:57,False,MIN,"[K.Cousins, A.Amos, A.Thielen]",False,10,20,0,0,20,0,0,0,0
286,1,Q1 10:15,False,MIN,"[A.Mattison, B.Martinez, Z.Smith]",False,10,0,0,0,0,0,0,0,0
307,2,Q1 09:33,False,MIN,[K.Cousins],False,10,0,0,0,0,0,0,0,0
329,3,Q1 09:25,False,MIN,"[S.Diggs, K.Cousins]",False,10,0,0,0,0,0,0,0,0
351,4,Q1 09:21,False,MIN,[D.Bailey],False,10,0,0,0,0,0,0,1,0
371,1,Q1 09:16,True,GB,"[A.Rodgers, A.Jones, L.Joseph]",False,10,6,0,0,6,0,0,0,0
395,2,Q1 08:51,True,GB,"[A.Jones, D.Hunter]",False,4,-2,0,-2,0,0,0,0,0
416,3,Q1 08:12,True,GB,"[T.Waynes, M.Valdes-Scantling, A.Rodgers, E.Griffen]",False,6,14,0,0,14,0,0,0,0
440,1,Q1 07:39,True,GB,"[J.Kearse, A.Jones]",False,10,1,0,1,0,0,0,0,0
466,2,Q1 06:59,True,GB,"[J.Williams, E.Griffen, D.Hunter]",False,9,4,0,4,0,0,0,0,0
487,3,Q1 06:13,True,GB,"[J.Kearse, A.Rodgers, D.Adams]",False,5,21,0,0,21,0,0,0,0
516,1,Q1 05:37,True,GB,"[E.Kendricks, A.Jones, D.Hunter]",False,10,0,0,0,0,0,0,0,0
537,2,Q1 04:56,True,GB,"[A.Barr, A.Rodgers, A.Jones]",False,10,6,0,0,6,0,0,0,0
558,3,Q1 04:09,True,GB,"[X.Rhodes, A.Rodgers, D.Adams]",False,4,6,0,0,6,0,0,0,0
594,1,Q1 03:29,True,GB,[A.Rodgers],False,7,0,0,0,0,0,0,0,0
617,2,Q1 03:23,True,GB,[C.Linsley],False,7,0,0,0,0,0,0,0,0
640,2,Q1 03:23,True,GB,"[A.Rodgers, G.Allison]",True,12,12,0,0,12,0,0,0,0
665,0,Q1 03:18,True,GB,[M.Crosby],False,0,0,0,0,0,1,1,0,0
681,0,Q1 03:18,False,GB,[M.Crosby],False,0,0,0,0,0,0,0,0,0
696,1,Q1 03:18,False,MIN,"[K.Clark, D.Cook, P.Smith]",False,10,0,0,0,0,0,0,0,0
717,2,Q1 02:37,False,MIN,"[D.Cook, Z.Smith]",False,10,3,0,3,0,0,0,0,0
738,3,Q1 01:55,False,MIN,"[K.Cousins, B.Martinez, R.Greene, D.Savage, I.Smith]",False,7,11,0,11,0,0,0,0,0
775,1,Q1 01:22,False,MIN,"[J.Kline, D.Lowry, K.Cousins, K.Clark]",False,10,0,1,0,0,0,0,0,0
804,1,Q1 01:16,True,GB,"[X.Rhodes, A.Rodgers, D.Adams]",False,10,15,0,0,15,0,0,0,0
833,1,Q1 00:40,True,GB,"[A.Barr, A.Jones]",False,10,9,0,9,0,0,0,0,0
854,0,,True,,[],False,0,0,0,0,0,0,0,0,0
871,2,Q2 15:00,True,GB,"[A.Barr, A.Rodgers, A.Jones]",False,1,7,0,0,7,0,0,0,0
900,1,Q2 14:20,True,GB,[A.Jones],True,2,2,0,2,0,0,0,0,0
922,0,Q2 14:16,True,GB,[M.Crosby],False,0,0,0,0,0,1,1,0,0
938,0,Q2 14:16,False,GB,[M.Crosby],False,0,0,0,0,0,0,0,0,0
953,1,Q2 14:16,False,MIN,"[K.Cousins, C.Ham, J.Alexander]",False,10,0,0,0,0,0,0,0,0
975,2,Q2 14:12,False,MIN,[D.Cook],True,10,75,0,75,0,0,0,0,0
997,0,Q2 14:00,False,MIN,[D.Bailey],False,0,0,0,0,0,1,1,0,0
1013,0,Q2 14:00,True,MIN,[D.Bailey],False,0,0,0,0,0,0,0,0,0
1028,1,Q2 14:00,True,GB,"[A.Harris, J.Williams]",False,10,10,0,10,0,0,0,0,0
1049,1,Q2 13:31,True,GB,[X.Rhodes],False,10,0,0,0,0,0,0,0,0
1082,1,Q2 13:24,True,GB,"[J.Williams, E.Kendricks]",False,10,4,0,4,0,0,0,0,0
1103,2,Q2 12:48,True,GB,"[H.Smith, X.Rhodes, A.Rodgers, G.Allison, D.Adams]",False,6,8,1,0,8,0,0,0,0
1143,1,Q2 12:36,False,MIN,"[K.Cousins, P.Smith, C.Ham]",False,10,0,0,0,0,0,0,0,0
1165,2,Q2 12:32,False,MIN,"[D.Cook, Z.Smith]",False,10,2,0,2,0,0,0,0,0
1186,3,Q2 11:52,False,MIN,"[K.Cousins, A.Thielen]",False,8,0,0,0,0,0,0,0,0
1208,4,Q2 11:47,False,MIN,"[T.Davis, A.Abdullah, B.Colquitt]",False,8,0,0,0,0,0,0,0,0
1233,1,Q2 11:39,True,GB,"[L.Joseph, A.Jones, D.Hunter]",False,10,5,0,5,0,0,0,0,0
1254,2,Q2 10:57,True,GB,"[A.Jones, D.Hunter]",False,5,4,0,4,0,0,0,0,0
1275,3,Q2 10:14,True,GB,"[Jal.Johnson, A.Jones]",False,1,0,0,0,0,0,0,0,0
1296,4,Q2 09:36,True,GB,"[C.Beebe, J.Scott]",False,1,0,0,0,0,0,0,0,0
1318,1,Q2 09:28,False,MIN,"[D.Cook, B.Martinez]",False,10,5,0,5,0,0,0,0,0
1339,2,Q2 08:46,False,MIN,"[D.Cook, Z.Smith]",False,5,3,0,3,0,0,0,0,0
1360,3,Q2 08:08,False,MIN,"[S.Diggs, K.Cousins]",False,2,0,0,0,0,0,0,0,0
